"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version"
"","html-keyboard-response","272","519799","0.0-2.0-15.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","273","520472","0.0-2.0-15.0-2.0-39.0","668.9750000368804","<p style=""color: blue"" >7</p>","70","n-switch","true","false","2","5","0.1","70","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","274","521306","0.0-2.0-15.0-2.0-40.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","275","521611","0.0-2.0-15.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","276","522204","0.0-2.0-15.0-2.0-42.0","588.7949999887496","<p style=""color: blue"" >6</p>","83","n-switch","true","false","2","4","0.1","83","3","false","","","","","","","","","","","","","",""
"","html-keyboard-response","277","523119","0.0-2.0-15.0-2.0-43.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","278","523422","0.0-2.0-15.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","279","529726","0.0-2.0-15.0-3.0","6301.390000036918","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","280","535027","0.0-2.0-16.0-0.0","5297.194999991916","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","BDM","","","","","","","4","","","32","","3","26.03922348487302","","","","","","","","",""
"","html-keyboard-response","281","538273","0.0-2.0-17.0-0.0","3243.559999973513","<p style='font-size':25px> You want <strong> 2.28 </strong> points. </p> <p> The computer offers <strong>2.72</strong> points. </p><p> You will be given 2.72 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal3.jpg"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","282","538376","0.0-2.0-18.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","283","540120","0.0-2.0-18.0-1.0-0.0","1742.6549999509007","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: red"">If the number is red, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","284","541449","0.0-2.0-18.0-2.0-0.0","1325.635000015609","<p style=""color: blue"" >3</p>","83","n-switch","false","true","2","2","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","285","541627","0.0-2.0-18.0-2.0-1.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","286","541931","0.0-2.0-18.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","287","543248","0.0-2.0-18.0-2.0-3.0","1313.4500000160187","<p style=""color: red"" >3</p>","75","n-switch","false","true","1","2","0.9","72","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","288","543439","0.0-2.0-18.0-2.0-4.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","289","543754","0.0-2.0-18.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","290","544784","0.0-2.0-18.0-2.0-6.0","1025.7200000341982","<p style=""color: blue"" >8</p>","83","n-switch","true","true","2","6","0.9","83","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","291","545261","0.0-2.0-18.0-2.0-7.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","292","545564","0.0-2.0-18.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","293","547079","0.0-2.0-18.0-2.0-9.0","null","<p style=""color: red"" >9</p>","null","n-switch","false","true","1","7","0.9","75","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","294","547090","0.0-2.0-18.0-2.0-10.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","295","547393","0.0-2.0-18.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","296","548526","0.0-2.0-18.0-2.0-12.0","1128.8900000508875","<p style=""color: blue"" >1</p>","70","n-switch","true","true","2","0","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","297","548903","0.0-2.0-18.0-2.0-13.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","298","549208","0.0-2.0-18.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","299","549813","0.0-2.0-18.0-2.0-15.0","601.0500000556931","<p style=""color: red"" >1</p>","70","n-switch","false","true","1","0","0.9","72","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","300","550713","0.0-2.0-18.0-2.0-16.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","301","551017","0.0-2.0-18.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","302","551718","0.0-2.0-18.0-2.0-18.0","697.1799999009818","<p style=""color: blue"" >9</p>","70","n-switch","true","true","2","7","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","303","552523","0.0-2.0-18.0-2.0-19.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","304","552828","0.0-2.0-18.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","305","553703","0.0-2.0-18.0-2.0-21.0","868.5200000181794","<p style=""color: red"" >7</p>","75","n-switch","true","true","1","5","0.9","75","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","306","554338","0.0-2.0-18.0-2.0-22.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","307","554640","0.0-2.0-18.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","308","555556","0.0-2.0-18.0-2.0-24.0","912.1649999869987","<p style=""color: blue"" >1</p>","70","n-switch","true","true","2","0","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","309","556145","0.0-2.0-18.0-2.0-25.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","310","556448","0.0-2.0-18.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","311","557554","0.0-2.0-18.0-2.0-27.0","1102.3400000995025","<p style=""color: red"" >2</p>","75","n-switch","false","true","1","1","0.9","72","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","312","557952","0.0-2.0-18.0-2.0-28.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","313","558255","0.0-2.0-18.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","314","559419","0.0-2.0-18.0-2.0-30.0","1160.3350000223145","<p style=""color: blue"" >7</p>","70","n-switch","true","true","2","5","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","315","559773","0.0-2.0-18.0-2.0-31.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","316","560076","0.0-2.0-18.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","317","561323","0.0-2.0-18.0-2.0-33.0","1243.1050000013784","<p style=""color: red"" >8</p>","75","n-switch","true","true","1","6","0.9","75","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","318","561581","0.0-2.0-18.0-2.0-34.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","319","561886","0.0-2.0-18.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","320","563016","0.0-2.0-18.0-2.0-36.0","1126.3500000350177","<p style=""color: blue"" >9</p>","70","n-switch","true","true","2","7","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","321","563392","0.0-2.0-18.0-2.0-37.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","322","563695","0.0-2.0-18.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","323","564703","0.0-2.0-18.0-2.0-39.0","1002.2849999368191","<p style=""color: red"" >9</p>","75","n-switch","true","true","1","7","0.9","75","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","324","565204","0.0-2.0-18.0-2.0-40.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","325","565507","0.0-2.0-18.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","326","566324","0.0-2.0-18.0-2.0-42.0","813.7549998937175","<p style=""color: blue"" >9</p>","70","n-switch","true","true","2","7","0.9","70","4","false","","","","","","","","","","","","","",""
"","html-keyboard-response","327","567014","0.0-2.0-18.0-2.0-43.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","328","567317","0.0-2.0-18.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","329","569426","0.0-2.0-18.0-3.0","2105.459999991581","<p>You were not accurate enough. You earned 0 points.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","330","575331","0.0-2.0-20.0-0.0","5901.44499996677","<img src=""./static/img/fractal3.jpg"" width=""250"" height=""250""","","BDM","","","","","","","5","","","52","","3","62.78159992019652","","","","","","","","",""
"","html-keyboard-response","331","577024","0.0-2.0-21.0-0.0","1690.9200000809506","<p style='font-size':25px> You want <strong> 3.08 </strong> points. </p> <p> The computer offers <strong>1.24</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","332","577127","0.0-2.0-23.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","333","578547","0.0-2.0-23.0-1.0-0.0","1417.7749999798834","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: red"">If the number is red, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: blue"">If the number is blue, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>[Press the space bar to continue.]</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","334","579260","0.0-2.0-23.0-2.0-0.0","702.7000000234693","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","335","580061","0.0-2.0-23.0-2.0-1.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","336","580368","0.0-2.0-23.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","337","581606","0.0-2.0-23.0-2.0-3.0","1235.0500000175089","<p style=""color: blue"" >9</p>","70","n-switch","true","false","2","7","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","338","581875","0.0-2.0-23.0-2.0-4.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","339","582180","0.0-2.0-23.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","340","582991","0.0-2.0-23.0-2.0-6.0","807.3599999770522","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","341","583687","0.0-2.0-23.0-2.0-7.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","342","583989","0.0-2.0-23.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","343","584476","0.0-2.0-23.0-2.0-9.0","483.5699999239296","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","344","585497","0.0-2.0-23.0-2.0-10.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","345","585800","0.0-2.0-23.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","346","586553","0.0-2.0-23.0-2.0-12.0","750.0299999956042","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","347","587309","0.0-2.0-23.0-2.0-13.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","348","587612","0.0-2.0-23.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","349","588106","0.0-2.0-23.0-2.0-15.0","490.0200000265613","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","350","589118","0.0-2.0-23.0-2.0-16.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","351","589422","0.0-2.0-23.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","352","589847","0.0-2.0-23.0-2.0-18.0","420.4150000587106","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","353","590928","0.0-2.0-23.0-2.0-19.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","354","591232","0.0-2.0-23.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","355","592554","0.0-2.0-23.0-2.0-21.0","1318.6299999943003","<p style=""color: blue"" >9</p>","70","n-switch","true","false","2","7","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","356","592743","0.0-2.0-23.0-2.0-22.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","357","593045","0.0-2.0-23.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","358","593750","0.0-2.0-23.0-2.0-24.0","698.7199999857694","<p style=""color: blue"" >6</p>","83","n-switch","true","false","2","4","0.1","83","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","359","594555","0.0-2.0-23.0-2.0-25.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","360","594858","0.0-2.0-23.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","361","595349","0.0-2.0-23.0-2.0-27.0","485.5400000233203","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","362","596365","0.0-2.0-23.0-2.0-28.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","363","596672","0.0-2.0-23.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","364","597830","0.0-2.0-23.0-2.0-30.0","1152.6649999432266","<p style=""color: blue"" >9</p>","70","n-switch","true","false","2","7","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","365","598181","0.0-2.0-23.0-2.0-31.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","366","598487","0.0-2.0-23.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","367","599368","0.0-2.0-23.0-2.0-33.0","877.8849999653175","<p style=""color: blue"" >6</p>","83","n-switch","true","false","2","4","0.1","83","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","368","599998","0.0-2.0-23.0-2.0-34.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","369","600301","0.0-2.0-23.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","370","601052","0.0-2.0-23.0-2.0-36.0","741.1149999825284","<p style=""color: blue"" >1</p>","70","n-switch","true","false","2","0","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","371","601814","0.0-2.0-23.0-2.0-37.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","372","602116","0.0-2.0-23.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","373","602723","0.0-2.0-23.0-2.0-39.0","602.5700001046062","<p style=""color: blue"" >2</p>","83","n-switch","true","false","2","1","0.1","83","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","374","603625","0.0-2.0-23.0-2.0-40.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","375","603929","0.0-2.0-23.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","376","604667","0.0-2.0-23.0-2.0-42.0","735.0700000533834","<p style=""color: blue"" >3</p>","70","n-switch","true","false","2","2","0.1","70","5","false","","","","","","","","","","","","","",""
"","html-keyboard-response","377","605435","0.0-2.0-23.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","605736","0.0-2.0-23.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","379","621587","0.0-2.0-23.0-3.0","15849.625000031665","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","380","627097","0.0-4.0-0.0","5508.239999995567","<p>This experiment is almost over. Please press <strong>M</strong> if you'd like to read more about the process we used to determine the points you earned and why asking for your true fair wage is the best strategy.</p><p>Otherwise, you will now move on to some survey questions.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","381","631439","0.0-6.0-0.0-0.0","4340.335000073537","<p>The next few screens have some survey questions on them.</p><p>Press respond to every question you are comfortable answering.</p><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","382","648922","0.0-6.0-1.0-0.0","17476.3100000564","","","","","","","","","","","","","","","","","{""Q0"":""uncertain"",""Q1"":"""",""Q2"":""uncertain"",""Q3"":""uncertain"",""Q4"":""somewhat uncharacteristic of me"",""Q5"":""somewhat characteristic of me""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","383","655724","0.0-6.0-2.0-0.0","6796.805000049062","","","","","","","","","","","","","","","","","{""Q0"":""somewhat uncharacteristic of me"",""Q1"":"""",""Q2"":""extremely characteristic of me"",""Q3"":"""",""Q4"":"""",""Q5"":""""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","384","693013","0.0-6.0-3.0-0.0","37282.30500000063","","","","","","","","","","","","","","","","","{""Q0"":""somewhat uncharacteristic of me"",""Q1"":""uncertain"",""Q2"":""somewhat characteristic of me"",""Q3"":""extremely characteristic of me"",""Q4"":""extremely uncharacteristic of me"",""Q5"":""extremely uncharacteristic of me""}","[0,1,2,3,4,5]","","","","","","",""
"","survey-multi-choice","385","717738","0.0-7.0-0.0-0.0","24720.63000011258","","","","","","","","","","","","","","","","","{""Q0"":""Some elementary or middle school"",""Q1"":""Female"",""Q2"":""I don't know"",""Q3"":""Very Hard"",""Q4"":""Ambidextrous""}","[0,1,2,3,4]","","","","","","",""
"","survey-text","386","792456","0.0-7.0-1.0-0.0","74711.81499992963","","","","","","","","","","","","","","","","","{""age"":""lasad"",""fair wage"":""12.Yes and no!\n\n\n\n\n\n\n\n\n\n"",""other"":""Many problems!\nNo fun! ;=p""}","","","","","","","",""
"","html-keyboard-response","387","811111","0.0-8.0-0.0","18651.465000002645","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 3 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>[Press space bar to close this experiment.]</p>","13","","","","","","","","","","","","","","","","","792456","77.5","60,66.66666666666666,80,93.33333333333333,66.66666666666666,100","4.28,3.00,1,1,2.72,1","1.16,2.92,2.12,2.60,2.28,3.08","4.28,3.00,1.80,1.52,2.72,1.24","2"
"true","fullscreen","388","812116","0.0-9.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
