"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","detect","correct_key","task","tasknum","training_performance","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"2245.395000092685","<p style='font-size':25px> You want <strong> 2.60 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.00</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","292","931100","0.0-2.0-5.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","293","931203","0.0-2.0-7.0-0.0","","","","","","","","","","","","","","","","","","",""
"3651.395000051707","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","294","934855","0.0-2.0-7.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","295","936360","0.0-2.0-7.0-2.0-0.0","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","296","937864","0.0-2.0-7.0-2.0-0.1","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","297","939369","0.0-2.0-7.0-2.0-0.2","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","298","940871","0.0-2.0-7.0-2.0-0.3","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","299","942374","0.0-2.0-7.0-2.0-0.4","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","300","943877","0.0-2.0-7.0-2.0-0.5","","false","90","detection","7","","","","","","","","1","","","","","",""
"400.9899999946356","<p>T</p>","72","html-keyboard-response","301","945380","0.0-2.0-7.0-2.0-0.6","","true","72","detection","7","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","302","946882","0.0-2.0-7.0-2.0-0.7","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","303","948387","0.0-2.0-7.0-2.0-0.8","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","304","949891","0.0-2.0-7.0-2.0-0.9","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","305","951392","0.0-2.0-7.0-2.0-0.10","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","306","952894","0.0-2.0-7.0-2.0-0.11","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","307","954400","0.0-2.0-7.0-2.0-0.12","","false","90","detection","7","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","308","955902","0.0-2.0-7.0-2.0-0.13","","false","90","detection","7","","","","","","","","1","","","","","",""
"350.5450002849102","<p>T</p>","72","html-keyboard-response","309","957406","0.0-2.0-7.0-2.0-0.14","","true","72","detection","7","","","","","","","","0","","","","","",""
"1083.440000191331","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","310","958490","0.0-2.0-7.0-3.0","","","","","","","","","","","","","","","","","","",""
"5103.205000050366","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","311","963594","0.0-2.0-8.0-0.0","","","","BDM","8","","","","","","64","23.72451323447613","","","","","","",""
"2786.294999998063","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.64</strong> points. </p><p style='font-size':25px> You will be given 4.64 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","312","966382","0.0-2.0-9.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","313","966487","0.0-2.0-10.0-0.0","","","","","","","","","","","","","","","","","","",""
"6650.150000117719","<p>In this task, you will need to press <strong>K</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>H</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","314","973138","0.0-2.0-10.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"465.81000043079257","<p>T</p>","72","html-keyboard-response","315","974641","0.0-2.0-10.0-2.0-0.0","","true","72","combine","8","","0","3","","","","","","","","","","",""
"338.02999975159764","<p>T</p>","72","html-keyboard-response","316","976146","0.0-2.0-10.0-2.0-0.1","","true","72","combine","8","","0","3","","","","","","","","","","",""
"347.6599999703467","<p>T</p>","72","html-keyboard-response","317","977652","0.0-2.0-10.0-2.0-0.2","","true","72","combine","8","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","318","979157","0.0-2.0-10.0-2.0-0.3","","false","90","combine","8","","0","3","","","","","","","","","","",""
"490.3250001370907","<p>T</p>","72","html-keyboard-response","319","980658","0.0-2.0-10.0-2.0-0.4","","true","75","combine","8","","0","3","","","","","","","","","","",""
"405.2500003017485","<p>T</p>","72","html-keyboard-response","320","982162","0.0-2.0-10.0-2.0-0.5","","true","75","combine","8","","0","3","","","","","","","","","","",""
"1049.8250001110137","<p>X</p>","75","html-keyboard-response","321","983663","0.0-2.0-10.0-2.0-0.6","","false","75","combine","8","","1","3","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","322","985166","0.0-2.0-10.0-2.0-0.7","","false","90","combine","8","","0","3","","","","","","","","","","",""
"445.53499994799495","<p>T</p>","72","html-keyboard-response","323","986670","0.0-2.0-10.0-2.0-0.8","","true","75","combine","8","","0","3","","","","","","","","","","",""
"425.54999981075525","<p>X</p>","75","html-keyboard-response","324","988174","0.0-2.0-10.0-2.0-0.9","","false","75","combine","8","","1","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","325","989681","0.0-2.0-10.0-2.0-0.10","","false","90","combine","8","","0","3","","","","","","","","","","",""
"525.7800002582371","<p>T</p>","72","html-keyboard-response","326","991183","0.0-2.0-10.0-2.0-0.11","","true","75","combine","8","","0","3","","","","","","","","","","",""
"690.0899996981025","<p>R</p>","75","html-keyboard-response","327","992687","0.0-2.0-10.0-2.0-0.12","","false","90","combine","8","","0","3","","","","","","","","","","",""
"289.18999992311","<p>T</p>","72","html-keyboard-response","328","994190","0.0-2.0-10.0-2.0-0.13","","true","72","combine","8","","0","3","","","","","","","","","","",""
"532.4450000189245","<p>T</p>","72","html-keyboard-response","329","995692","0.0-2.0-10.0-2.0-0.14","","true","75","combine","8","","0","3","","","","","","","","","","",""
"1014.2250000499189","<p style='font-size:25px'>Great job! You earned 4.64 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","330","996708","0.0-2.0-10.0-3.0","","","","","","","","","","","","","","","","","","",""
"6727.760000154376","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","331","1003439","0.0-2.0-12.0-0.0","","","","BDM","9","","","","","","64","40.28534232939105","","","","","","",""
"1578.474999871105","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>2.00</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","332","1005019","0.0-2.0-13.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","333","1005125","0.0-2.0-15.0-0.0","","","","","","","","","","","","","","","","","","",""
"974.2749999277294","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","334","1006100","0.0-2.0-15.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","335","1007602","0.0-2.0-15.0-2.0-0.0","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","336","1009107","0.0-2.0-15.0-2.0-0.1","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","337","1010612","0.0-2.0-15.0-2.0-0.2","","false","90","detection","9","","","","","","","","1","","","","","",""
"342.4100000411272","<p>T</p>","72","html-keyboard-response","338","1012115","0.0-2.0-15.0-2.0-0.3","","true","72","detection","9","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","339","1013622","0.0-2.0-15.0-2.0-0.4","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","340","1015123","0.0-2.0-15.0-2.0-0.5","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","341","1016627","0.0-2.0-15.0-2.0-0.6","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","342","1018132","0.0-2.0-15.0-2.0-0.7","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","343","1019635","0.0-2.0-15.0-2.0-0.8","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","344","1021137","0.0-2.0-15.0-2.0-0.9","","false","90","detection","9","","","","","","","","1","","","","","",""
"402.06999983638525","<p>T</p>","72","html-keyboard-response","345","1022640","0.0-2.0-15.0-2.0-0.10","","true","72","detection","9","","","","","","","","0","","","","","",""
"324.5000001043081","<p>T</p>","72","html-keyboard-response","346","1024142","0.0-2.0-15.0-2.0-0.11","","true","72","detection","9","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","347","1025647","0.0-2.0-15.0-2.0-0.12","","false","90","detection","9","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","348","1027149","0.0-2.0-15.0-2.0-0.13","","false","90","detection","9","","","","","","","","1","","","","","",""
"323.63500026986003","<p>T</p>","72","html-keyboard-response","349","1028651","0.0-2.0-15.0-2.0-0.14","","true","72","detection","9","","","","","","","","0","","","","","",""
"859.6250000409782","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","350","1029512","0.0-2.0-15.0-3.0","","","","","","","","","","","","","","","","","","",""
"10942.479999735951","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","351","1040456","0.0-2.0-16.0-0.0","","","","BDM","10","","","","","","68","5.178110649599321","","","","","","",""
"3598.784999921918","<p style='font-size':25px> You want <strong> 3.72 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.84</strong> points. </p><p style='font-size':25px> You will do the following task instead and earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","352","1044057","0.0-2.0-17.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","353","1044162","0.0-2.0-19.0-0.0","","","","","","","","","","","","","","","","","","",""
"1910.924999974668","<p>In this task, you will need to press <strong>H</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","354","1046074","0.0-2.0-19.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"590.034999884665","<p>L</p>","72","html-keyboard-response","355","1047583","0.0-2.0-19.0-2.0-0.0","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","356","1049086","0.0-2.0-19.0-2.0-0.1","","false","90","detection","10","","","","","","","","1","","","","","",""
"394.52499989420176","<p>T</p>","72","html-keyboard-response","357","1050593","0.0-2.0-19.0-2.0-0.2","","true","72","detection","10","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","358","1052095","0.0-2.0-19.0-2.0-0.3","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","359","1053597","0.0-2.0-19.0-2.0-0.4","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","360","1055101","0.0-2.0-19.0-2.0-0.5","","false","90","detection","10","","","","","","","","1","","","","","",""
"426.6350003890693","<p>T</p>","72","html-keyboard-response","361","1056605","0.0-2.0-19.0-2.0-0.6","","true","72","detection","10","","","","","","","","0","","","","","",""
"470.35999968647957","<p>T</p>","72","html-keyboard-response","362","1058107","0.0-2.0-19.0-2.0-0.7","","true","72","detection","10","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","363","1059611","0.0-2.0-19.0-2.0-0.8","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","364","1061112","0.0-2.0-19.0-2.0-0.9","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","365","1062616","0.0-2.0-19.0-2.0-0.10","","false","90","detection","10","","","","","","","","1","","","","","",""
"363.64000011235476","<p>T</p>","72","html-keyboard-response","366","1064120","0.0-2.0-19.0-2.0-0.11","","true","72","detection","10","","","","","","","","0","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","367","1065622","0.0-2.0-19.0-2.0-0.12","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","368","1067123","0.0-2.0-19.0-2.0-0.13","","false","90","detection","10","","","","","","","","1","","","","","",""
"null","<p>L</p>","null","html-keyboard-response","369","1068630","0.0-2.0-19.0-2.0-0.14","","false","90","detection","10","","","","","","","","1","","","","","",""
"824.5649999007583","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","370","1069457","0.0-2.0-19.0-3.0","","","","","","","","","","","","","","","","","","",""
"7064.675000030547","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","html-slider-response","371","1076529","0.0-2.0-20.0-0.0","","","","BDM","11","","","","","","24","39.220369047862526","","","","","","",""
"1902.534999884665","<p style='font-size':25px> You want <strong> 1.96 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.88</strong> points. </p><p style='font-size':25px> You will be given 4.88 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","html-keyboard-response","372","1078435","0.0-2.0-21.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","+","null","html-keyboard-response","373","1078536","0.0-2.0-22.0-0.0","","","","","","","","","","","","","","","","","","",""
"1929.6300001442432","<p>In this task, you will need to press <strong>K</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>H</strong> as fast as you can.</p><p>Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","html-keyboard-response","374","1080467","0.0-2.0-22.0-1.0-0.0","","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","375","1081972","0.0-2.0-22.0-2.0-0.0","","false","90","combine","11","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","376","1083475","0.0-2.0-22.0-2.0-0.1","","false","90","combine","11","","0","3","","","","","","","","","","",""
"620.6999998539686","<p>T</p>","72","html-keyboard-response","377","1084982","0.0-2.0-22.0-2.0-0.2","","true","72","combine","11","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","378","1086483","0.0-2.0-22.0-2.0-0.3","","false","75","combine","11","","1","3","","","","","","","","","","",""
"529.0199997834861","<p>E</p>","75","html-keyboard-response","379","1087986","0.0-2.0-22.0-2.0-0.4","","false","90","combine","11","","0","3","","","","","","","","","","",""
"310.27500005438924","<p>T</p>","72","html-keyboard-response","380","1089491","0.0-2.0-22.0-2.0-0.5","","true","75","combine","11","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","381","1090995","0.0-2.0-22.0-2.0-0.6","","false","90","combine","11","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","html-keyboard-response","382","1092502","0.0-2.0-22.0-2.0-0.7","","false","90","combine","11","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","html-keyboard-response","383","1094005","0.0-2.0-22.0-2.0-0.8","","false","90","combine","11","","0","3","","","","","","","","","","",""
"535.8950002118945","<p>R</p>","75","html-keyboard-response","384","1095513","0.0-2.0-22.0-2.0-0.9","","false","75","combine","11","","1","3","","","","","","","","","","",""
"937.1350002475083","<p>X</p>","75","html-keyboard-response","385","1097015","0.0-2.0-22.0-2.0-0.10","","false","75","combine","11","","1","3","","","","","","","","","","",""
"615.7900001853704","<p>E</p>","75","html-keyboard-response","386","1098518","0.0-2.0-22.0-2.0-0.11","","false","75","combine","11","","1","3","","","","","","","","","","",""
"1019.0099999308586","<p>R</p>","75","html-keyboard-response","387","1100021","0.0-2.0-22.0-2.0-0.12","","false","75","combine","11","","1","3","","","","","","","","","","",""
"null","<p>R</p>","null","html-keyboard-response","388","1101523","0.0-2.0-22.0-2.0-0.13","","false","90","combine","11","","0","3","","","","","","","","","","",""
"665.3599999845028","<p>T</p>","72","html-keyboard-response","389","1103028","0.0-2.0-22.0-2.0-0.14","","true","72","combine","11","","0","3","","","","","","","","","","",""
"1519.83999973163","<p style='font-size:25px'>Great job! You earned 4.88 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","html-keyboard-response","390","1104550","0.0-2.0-22.0-3.0","","","","","","","","","","","","","","","","","","",""
"6844.74499989301","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 21 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>Press space bar to close this experiment.</p>","32","html-keyboard-response","391","1111396","0.0-3.0-0.0","","","","","","","","","","","","","","1104550","88.5","100.00,100.00,100.00,87.88,93.00,53.00,53.00,100.00,93.00,100.00,96.30,87.00","1,1,1,1,3.08,4.08,2.44,1,4.64,1,1,4.88","2.92,2.92,1.96,4.04,1.48,2.44,1.48,2.60,3.56,3.56,3.72,1.96","1.36,2.72,1.48,3.24,3.08,4.08,2.44,2.00,4.64,2.00,1.84,4.88"
