"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","detect","correct_key","tasknum","practice_accuracy","practice","nback","n","number_practice_combines","response","BDMquizgrade","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"","html-keyboard-response","297","667756","0.0-2.0-11.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","298","669270","0.0-2.0-11.0-2.0-15.0","null","<p>R</p>","null","detection","false","false","90","2","","","","","","","","","1","","","","","",""
"","html-keyboard-response","299","669277","0.0-2.0-11.0-2.0-16.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","300","669588","0.0-2.0-11.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","301","670051","0.0-2.0-11.0-2.0-18.0","460.0649999920279","<p>T</p>","75","detection","true","true","75","2","","","","","","","","","3","","","","","",""
"","html-keyboard-response","302","671098","0.0-2.0-11.0-2.0-19.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","303","671412","0.0-2.0-11.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","304","672934","0.0-2.0-11.0-2.0-21.0","null","<p>X</p>","null","detection","false","false","90","2","","","","","","","","","2","","","","","",""
"","html-keyboard-response","305","672941","0.0-2.0-11.0-2.0-22.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","306","673244","0.0-2.0-11.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","307","673676","0.0-2.0-11.0-2.0-24.0","428.55499987490475","<p>T</p>","75","detection","true","true","75","2","","","","","","","","","3","","","","","",""
"","html-keyboard-response","308","674764","0.0-2.0-11.0-2.0-25.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","309","675073","0.0-2.0-11.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","310","675503","0.0-2.0-11.0-2.0-27.0","425.32999999821186","<p>T</p>","75","detection","true","true","75","2","","","","","","","","","3","","","","","",""
"","html-keyboard-response","311","676582","0.0-2.0-11.0-2.0-28.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","312","676884","0.0-2.0-11.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","313","678396","0.0-2.0-11.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","2","","","","","","","","","1","","","","","",""
"","html-keyboard-response","314","678403","0.0-2.0-11.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","315","678709","0.0-2.0-11.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","316","680222","0.0-2.0-11.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","2","","","","","","","","","0","","","","","",""
"","html-keyboard-response","317","680228","0.0-2.0-11.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","318","680542","0.0-2.0-11.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","319","682049","0.0-2.0-11.0-2.0-36.0","null","<p>E</p>","null","detection","false","false","90","2","","","","","","","","","0","","","","","",""
"","html-keyboard-response","320","682056","0.0-2.0-11.0-2.0-37.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","321","682358","0.0-2.0-11.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","322","683864","0.0-2.0-11.0-2.0-39.0","null","<p>E</p>","null","detection","false","false","90","2","","","","","","","","","0","","","","","",""
"","html-keyboard-response","323","683870","0.0-2.0-11.0-2.0-40.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","324","684174","0.0-2.0-11.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","325","685681","0.0-2.0-11.0-2.0-42.0","null","<p>E</p>","null","detection","false","false","90","2","","","","","","","","","0","","","","","",""
"","html-keyboard-response","326","685688","0.0-2.0-11.0-2.0-43.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","327","685994","0.0-2.0-11.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","328","688684","0.0-2.0-11.0-3.0","2687.004999956116","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","329","695919","0.0-2.0-12.0-0.0","7231.8549999035895","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","3","","","","","","76","","10.909892957913625","","","","","","",""
"","html-keyboard-response","330","700367","0.0-2.0-13.0-0.0","4445.244999835268","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p> The computer offers <strong>1.00</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","331","700483","0.0-2.0-15.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","332","709014","0.0-2.0-15.0-1.0-0.0","8529.595000203699","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","333","710526","0.0-2.0-15.0-2.0-0.0","null","<p>E</p>","null","detection","false","false","90","3","","","","","","","","","0","","","","","",""
"","html-keyboard-response","334","710528","0.0-2.0-15.0-2.0-1.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","335","710830","0.0-2.0-15.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","336","711338","0.0-2.0-15.0-2.0-3.0","504.9550000112504","<p>T</p>","75","detection","true","true","75","3","","","","","","","","","3","","","","","",""
"","html-keyboard-response","337","712338","0.0-2.0-15.0-2.0-4.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","338","712648","0.0-2.0-15.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","339","714169","0.0-2.0-15.0-2.0-6.0","null","<p>E</p>","null","detection","false","false","90","3","","","","","","","","","0","","","","","",""
"","html-keyboard-response","340","714176","0.0-2.0-15.0-2.0-7.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","341","714482","0.0-2.0-15.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","342","715995","0.0-2.0-15.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","3","","","","","","","","","2","","","","","",""
"","html-keyboard-response","343","716002","0.0-2.0-15.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","344","716315","0.0-2.0-15.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","345","716858","0.0-2.0-15.0-2.0-12.0","538.5449999012053","<p>T</p>","75","detection","true","true","75","3","","","","","","","","","3","","","","","",""
"","html-keyboard-response","346","717821","0.0-2.0-15.0-2.0-13.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","347","718129","0.0-2.0-15.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","348","719658","0.0-2.0-15.0-2.0-15.0","null","<p>X</p>","null","detection","false","false","90","3","","","","","","","","","2","","","","","",""
"","html-keyboard-response","349","719664","0.0-2.0-15.0-2.0-16.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","350","719976","0.0-2.0-15.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","351","721498","0.0-2.0-15.0-2.0-18.0","null","<p>R</p>","null","detection","false","false","90","3","","","","","","","","","1","","","","","",""
"","html-keyboard-response","352","721504","0.0-2.0-15.0-2.0-19.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","353","721810","0.0-2.0-15.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","354","723328","0.0-2.0-15.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","3","","","","","","","","","1","","","","","",""
"","html-keyboard-response","355","723335","0.0-2.0-15.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","356","723642","0.0-2.0-15.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","357","725152","0.0-2.0-15.0-2.0-24.0","null","<p>R</p>","null","detection","false","false","90","3","","","","","","","","","1","","","","","",""
"","html-keyboard-response","358","725168","0.0-2.0-15.0-2.0-25.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","359","725478","0.0-2.0-15.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","360","726990","0.0-2.0-15.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","3","","","","","","","","","2","","","","","",""
"","html-keyboard-response","361","726997","0.0-2.0-15.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","362","727302","0.0-2.0-15.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","363","728817","0.0-2.0-15.0-2.0-30.0","null","<p>E</p>","null","detection","false","false","90","3","","","","","","","","","0","","","","","",""
"","html-keyboard-response","364","728824","0.0-2.0-15.0-2.0-31.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","365","729142","0.0-2.0-15.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","366","730649","0.0-2.0-15.0-2.0-33.0","null","<p>X</p>","null","detection","false","false","90","3","","","","","","","","","2","","","","","",""
"","html-keyboard-response","367","730656","0.0-2.0-15.0-2.0-34.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","368","730958","0.0-2.0-15.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","369","732478","0.0-2.0-15.0-2.0-36.0","null","<p>R</p>","null","detection","false","false","90","3","","","","","","","","","1","","","","","",""
"","html-keyboard-response","370","732485","0.0-2.0-15.0-2.0-37.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","371","732790","0.0-2.0-15.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","372","733155","0.0-2.0-15.0-2.0-39.0","361.83499987237155","<p>T</p>","75","detection","true","true","75","3","","","","","","","","","3","","","","","",""
"","html-keyboard-response","373","734309","0.0-2.0-15.0-2.0-40.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","374","734615","0.0-2.0-15.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","375","736124","0.0-2.0-15.0-2.0-42.0","null","<p>R</p>","null","detection","false","false","90","3","","","","","","","","","1","","","","","",""
"","html-keyboard-response","376","736131","0.0-2.0-15.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","377","736437","0.0-2.0-15.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","738176","0.0-2.0-15.0-3.0","1734.8849999252707","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","379","745626","0.0-2.0-16.0-0.0","7444.900000002235","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","4","","","","","","76","","35.568790449727736","","","","","","",""
"","html-keyboard-response","380","748533","0.0-2.0-17.0-0.0","2900.514999870211","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p> The computer offers <strong>2.56</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","381","748644","0.0-2.0-19.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","382","753426","0.0-2.0-19.0-1.0-0.0","4780.825000023469","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","383","754943","0.0-2.0-19.0-2.0-0.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","","0","","","","","",""
"","html-keyboard-response","384","754945","0.0-2.0-19.0-2.0-1.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","385","755248","0.0-2.0-19.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","386","756759","0.0-2.0-19.0-2.0-3.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","","2","","","","","",""
"","html-keyboard-response","387","756767","0.0-2.0-19.0-2.0-4.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","388","757082","0.0-2.0-19.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","389","757689","0.0-2.0-19.0-2.0-6.0","604.2500000912696","<p>T</p>","75","detection","true","true","75","4","","","","","","","","","3","","","","","",""
"","html-keyboard-response","390","758589","0.0-2.0-19.0-2.0-7.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","391","758892","0.0-2.0-19.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","392","760414","0.0-2.0-19.0-2.0-9.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","","0","","","","","",""
"","html-keyboard-response","393","760420","0.0-2.0-19.0-2.0-10.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","394","760730","0.0-2.0-19.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","395","761181","0.0-2.0-19.0-2.0-12.0","447.6650001015514","<p>T</p>","75","detection","true","true","75","4","","","","","","","","","3","","","","","",""
"","html-keyboard-response","396","762241","0.0-2.0-19.0-2.0-13.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","397","762546","0.0-2.0-19.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","398","764066","0.0-2.0-19.0-2.0-15.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","","1","","","","","",""
"","html-keyboard-response","399","764072","0.0-2.0-19.0-2.0-16.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","400","764378","0.0-2.0-19.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","401","765888","0.0-2.0-19.0-2.0-18.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","","2","","","","","",""
"","html-keyboard-response","402","765895","0.0-2.0-19.0-2.0-19.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","403","766206","0.0-2.0-19.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","404","767720","0.0-2.0-19.0-2.0-21.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","","0","","","","","",""
"","html-keyboard-response","405","767726","0.0-2.0-19.0-2.0-22.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","406","768031","0.0-2.0-19.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","407","768378","0.0-2.0-19.0-2.0-24.0","343.7999999150634","<p>T</p>","75","detection","true","true","75","4","","","","","","","","","3","","","","","",""
"","html-keyboard-response","408","769536","0.0-2.0-19.0-2.0-25.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","409","769843","0.0-2.0-19.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","410","771353","0.0-2.0-19.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","","2","","","","","",""
"","html-keyboard-response","411","771360","0.0-2.0-19.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","412","771676","0.0-2.0-19.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","413","773183","0.0-2.0-19.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","","1","","","","","",""
"","html-keyboard-response","414","773190","0.0-2.0-19.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","415","773493","0.0-2.0-19.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","416","775001","0.0-2.0-19.0-2.0-33.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","","2","","","","","",""
"","html-keyboard-response","417","775006","0.0-2.0-19.0-2.0-34.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","418","775309","0.0-2.0-19.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","419","776815","0.0-2.0-19.0-2.0-36.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","","1","","","","","",""
"","html-keyboard-response","420","776823","0.0-2.0-19.0-2.0-37.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","421","777126","0.0-2.0-19.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","422","778641","0.0-2.0-19.0-2.0-39.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","","2","","","","","",""
"","html-keyboard-response","423","778647","0.0-2.0-19.0-2.0-40.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","424","778958","0.0-2.0-19.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","425","780479","0.0-2.0-19.0-2.0-42.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","","1","","","","","",""
"","html-keyboard-response","426","780486","0.0-2.0-19.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","427","780791","0.0-2.0-19.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","428","781723","0.0-2.0-19.0-3.0","927.9149998910725","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","429","791081","0.0-2.0-20.0-0.0","9353.710000170395","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","5","","","","","","76","","43.480551908773265","","","","","","",""
"","html-keyboard-response","430","793253","0.0-2.0-21.0-0.0","2169.624999864027","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p> The computer offers <strong>1.20</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","431","793366","0.0-2.0-23.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","432","795041","0.0-2.0-23.0-1.0-0.0","1673.0100000277162","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","",""
"","categorize-html","433","796553","0.0-2.0-23.0-2.0-0.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","","2","","","","","",""
"","html-keyboard-response","434","796556","0.0-2.0-23.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","435","796868","0.0-2.0-23.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","436","798376","0.0-2.0-23.0-2.0-3.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","","2","","","","","",""
"","html-keyboard-response","437","798383","0.0-2.0-23.0-2.0-4.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","438","798699","0.0-2.0-23.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","439","799168","0.0-2.0-23.0-2.0-6.0","465.5300001613796","<p>T</p>","75","detection","true","true","75","5","","","","","","","","","3","","","","","",""
"","html-keyboard-response","440","800204","0.0-2.0-23.0-2.0-7.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","441","800516","0.0-2.0-23.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","442","802026","0.0-2.0-23.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","","2","","","","","",""
"","html-keyboard-response","443","802032","0.0-2.0-23.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","444","802348","0.0-2.0-23.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","445","803856","0.0-2.0-23.0-2.0-12.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","","1","","","","","",""
"","html-keyboard-response","446","803863","0.0-2.0-23.0-2.0-13.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","447","804165","0.0-2.0-23.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","448","804561","0.0-2.0-23.0-2.0-15.0","389.0099998097867","<p>T</p>","75","detection","true","true","75","5","","","","","","","","","3","","","","","",""
"","html-keyboard-response","449","805687","0.0-2.0-23.0-2.0-16.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","450","805998","0.0-2.0-23.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","451","807507","0.0-2.0-23.0-2.0-18.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","","0","","","","","",""
"","html-keyboard-response","452","807514","0.0-2.0-23.0-2.0-19.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","453","807821","0.0-2.0-23.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","454","809329","0.0-2.0-23.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","","1","","","","","",""
"","html-keyboard-response","455","809336","0.0-2.0-23.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","456","809638","0.0-2.0-23.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","457","809994","0.0-2.0-23.0-2.0-24.0","351.7299999948591","<p>T</p>","75","detection","true","true","75","5","","","","","","","","","3","","","","","",""
"","html-keyboard-response","458","811145","0.0-2.0-23.0-2.0-25.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","459","811461","0.0-2.0-23.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","460","812982","0.0-2.0-23.0-2.0-27.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","","1","","","","","",""
"","html-keyboard-response","461","812988","0.0-2.0-23.0-2.0-28.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","462","813295","0.0-2.0-23.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","463","814806","0.0-2.0-23.0-2.0-30.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","","0","","","","","",""
"","html-keyboard-response","464","814812","0.0-2.0-23.0-2.0-31.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","465","815127","0.0-2.0-23.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","466","816636","0.0-2.0-23.0-2.0-33.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","","2","","","","","",""
"","html-keyboard-response","467","816642","0.0-2.0-23.0-2.0-34.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","468","816958","0.0-2.0-23.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","469","818468","0.0-2.0-23.0-2.0-36.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","","0","","","","","",""
"","html-keyboard-response","470","818474","0.0-2.0-23.0-2.0-37.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","471","818777","0.0-2.0-23.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","",""
"","categorize-html","472","820295","0.0-2.0-23.0-2.0-39.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","","2","","","","","",""
"","html-keyboard-response","473","820300","0.0-2.0-23.0-2.0-40.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","","",""
