"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","switch","rule","stimnum","prob_switch","correct_key","tasknum","practice","practice_accuracy","number_practice_combines","response","BDMquizgrade","task_displayed","slider_start","responses","question_order","TOT","overall","performance_by_block","points_list","value_list","offer_list","exp_version","n_switch_rule_sides"
"","html-keyboard-response","253","835080","0.0-2.0-11.0-2.0-19.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","254","835389","0.0-2.0-11.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","255","835838","0.0-2.0-11.0-2.0-21.0","446.15500001236796","<p style=""color: blue"" >4</p>","83","n-switch","true","false","1","3","0.1","83","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","256","836903","0.0-2.0-11.0-2.0-22.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","257","837214","0.0-2.0-11.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","258","837723","0.0-2.0-11.0-2.0-24.0","505.56999997934327","<p style=""color: blue"" >2</p>","83","n-switch","true","false","1","1","0.1","83","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","259","838724","0.0-2.0-11.0-2.0-25.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","260","839027","0.0-2.0-11.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","261","839811","0.0-2.0-11.0-2.0-27.0","780.4100000066683","<p style=""color: red"" >2</p>","72","n-switch","true","true","2","1","0.1","72","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","262","840553","0.0-2.0-11.0-2.0-28.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","263","840869","0.0-2.0-11.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","264","841835","0.0-2.0-11.0-2.0-30.0","961.3249999820255","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","265","842390","0.0-2.0-11.0-2.0-31.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","266","842699","0.0-2.0-11.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","267","843173","0.0-2.0-11.0-2.0-33.0","471.22000000672415","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","268","844213","0.0-2.0-11.0-2.0-34.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","269","844518","0.0-2.0-11.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","270","845237","0.0-2.0-11.0-2.0-36.0","716.0400000284426","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","271","846035","0.0-2.0-11.0-2.0-37.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","272","846346","0.0-2.0-11.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","273","846856","0.0-2.0-11.0-2.0-39.0","506.41999999061227","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.1","72","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","274","847860","0.0-2.0-11.0-2.0-40.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","275","848177","0.0-2.0-11.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","276","848772","0.0-2.0-11.0-2.0-42.0","591.8950000195764","<p style=""color: red"" >3</p>","75","n-switch","true","false","2","2","0.1","75","2","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","277","849700","0.0-2.0-11.0-2.0-43.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","278","850002","0.0-2.0-11.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","279","851645","0.0-2.0-11.0-3.0","1640.0400000275113","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","280","881655","0.0-2.0-12.0-0.0","null","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","3","","","","null","","3","94.79165266168748","","","","","","","","","",""
"","html-keyboard-response","281","887114","0.0-2.0-13.0-0.0","5450.855000002775","<p> You did not respond in time. You will do the following task to earn 1 point. </p><img src=""./static/img/fractal5.jpg"" width=""250"" height=""250""location ='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","282","887228","0.0-2.0-15.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","283","889209","0.0-2.0-15.0-1.0-0.0","1980.2999999956228","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","284","890164","0.0-2.0-15.0-2.0-0.0","950.7899999734946","<p style=""color: blue"" >2</p>","83","n-switch","true","false","1","1","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","285","890717","0.0-2.0-15.0-2.0-1.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","286","891020","0.0-2.0-15.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","287","891438","0.0-2.0-15.0-2.0-3.0","414.10499997437","<p style=""color: blue"" >3</p>","83","n-switch","true","false","1","2","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","288","892535","0.0-2.0-15.0-2.0-4.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","289","892837","0.0-2.0-15.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","290","893225","0.0-2.0-15.0-2.0-6.0","379.7049999702722","<p style=""color: blue"" >3</p>","83","n-switch","true","false","1","2","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","291","894346","0.0-2.0-15.0-2.0-7.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","292","894650","0.0-2.0-15.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","293","895237","0.0-2.0-15.0-2.0-9.0","582.6249999809079","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","294","896166","0.0-2.0-15.0-2.0-10.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","295","896468","0.0-2.0-15.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","296","896868","0.0-2.0-15.0-2.0-12.0","396.26000000862405","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","297","897986","0.0-2.0-15.0-2.0-13.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","298","898301","0.0-2.0-15.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","299","898798","0.0-2.0-15.0-2.0-15.0","491.4449999923818","<p style=""color: blue"" >1</p>","83","n-switch","true","false","1","0","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","300","899817","0.0-2.0-15.0-2.0-16.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","301","900125","0.0-2.0-15.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","302","900557","0.0-2.0-15.0-2.0-18.0","428.8100000121631","<p style=""color: blue"" >1</p>","83","n-switch","true","false","1","0","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","303","901642","0.0-2.0-15.0-2.0-19.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","304","901957","0.0-2.0-15.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","305","902645","0.0-2.0-15.0-2.0-21.0","684.4600000185892","<p style=""color: blue"" >7</p>","70","n-switch","true","false","1","5","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","306","903480","0.0-2.0-15.0-2.0-22.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","307","903800","0.0-2.0-15.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","308","904229","0.0-2.0-15.0-2.0-24.0","424.6500000008382","<p style=""color: blue"" >1</p>","83","n-switch","true","false","1","0","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","309","905307","0.0-2.0-15.0-2.0-25.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","310","905609","0.0-2.0-15.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","311","906179","0.0-2.0-15.0-2.0-27.0","564.8400000063702","<p style=""color: blue"" >9</p>","70","n-switch","true","false","1","7","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","312","907122","0.0-2.0-15.0-2.0-28.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","313","907434","0.0-2.0-15.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","314","907891","0.0-2.0-15.0-2.0-30.0","453.1899999710731","<p style=""color: blue"" >1</p>","83","n-switch","true","false","1","0","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","315","908942","0.0-2.0-15.0-2.0-31.0","null","<p style=""color: black"">1</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","316","909246","0.0-2.0-15.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","317","909920","0.0-2.0-15.0-2.0-33.0","665.9549999749288","<p style=""color: blue"" >6</p>","70","n-switch","true","false","1","4","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","318","910766","0.0-2.0-15.0-2.0-34.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","319","911072","0.0-2.0-15.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","320","911654","0.0-2.0-15.0-2.0-36.0","576.8699999898672","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.1","70","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","321","912584","0.0-2.0-15.0-2.0-37.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","322","912886","0.0-2.0-15.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","323","913327","0.0-2.0-15.0-2.0-39.0","431.685000017751","<p style=""color: blue"" >3</p>","83","n-switch","true","false","1","2","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","324","914410","0.0-2.0-15.0-2.0-40.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","325","914717","0.0-2.0-15.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","326","915177","0.0-2.0-15.0-2.0-42.0","453.6599999992177","<p style=""color: blue"" >2</p>","83","n-switch","true","false","1","1","0.1","83","3","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","327","916231","0.0-2.0-15.0-2.0-43.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","328","916544","0.0-2.0-15.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","329","917364","0.0-2.0-15.0-3.0","819.3150000297464","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","330","927281","0.0-2.0-16.0-0.0","9915.57999997167","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","4","","","","64","","3","60.3730545349685","","","","","","","","","",""
"","html-keyboard-response","331","932050","0.0-2.0-17.0-0.0","4767.7200000034645","<p style='font-size':25px> You want <strong> 3.56 </strong> points. </p> <p> The computer offers <strong>4.96</strong> points. </p><p> You will be given 4.96 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","332","932163","0.0-2.0-18.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","333","936945","0.0-2.0-18.0-1.0-0.0","4780.954999965616","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","334","937890","0.0-2.0-18.0-2.0-0.0","936.3649999722838","<p style=""color: blue"" >3</p>","83","n-switch","true","true","1","2","0.9","83","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","335","938456","0.0-2.0-18.0-2.0-1.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","336","938774","0.0-2.0-18.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","337","939626","0.0-2.0-18.0-2.0-3.0","844.0800000098534","<p style=""color: red"" >3</p>","75","n-switch","true","true","2","2","0.9","75","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","338","940292","0.0-2.0-18.0-2.0-4.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","339","940609","0.0-2.0-18.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","340","941221","0.0-2.0-18.0-2.0-6.0","608.2649999880232","<p style=""color: red"" >6</p>","72","n-switch","true","false","2","4","0.9","72","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","341","942116","0.0-2.0-18.0-2.0-7.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","342","942431","0.0-2.0-18.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","343","943133","0.0-2.0-18.0-2.0-9.0","696.7750000185333","<p style=""color: blue"" >7</p>","70","n-switch","true","true","1","5","0.9","70","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","344","943950","0.0-2.0-18.0-2.0-10.0","null","<p style=""color: black"">7</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","345","944255","0.0-2.0-18.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","346","945265","0.0-2.0-18.0-2.0-12.0","1006.5649999887682","<p style=""color: red"" >9</p>","72","n-switch","false","true","2","7","0.9","75","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","347","945775","0.0-2.0-18.0-2.0-13.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","348","946092","0.0-2.0-18.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","349","946816","0.0-2.0-18.0-2.0-15.0","720.050000003539","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.9","70","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","350","947616","0.0-2.0-18.0-2.0-16.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","351","947929","0.0-2.0-18.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","352","948652","0.0-2.0-18.0-2.0-18.0","718.2400000165217","<p style=""color: red"" >6</p>","72","n-switch","true","true","2","4","0.9","72","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","353","949435","0.0-2.0-18.0-2.0-19.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","354","949747","0.0-2.0-18.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","355","950531","0.0-2.0-18.0-2.0-21.0","777.2300000069663","<p style=""color: blue"" >4</p>","83","n-switch","true","true","1","3","0.9","83","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","356","951270","0.0-2.0-18.0-2.0-22.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","357","951592","0.0-2.0-18.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","358","952310","0.0-2.0-18.0-2.0-24.0","714.0200000139885","<p style=""color: red"" >6</p>","72","n-switch","true","true","2","4","0.9","72","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","359","953112","0.0-2.0-18.0-2.0-25.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","360","953427","0.0-2.0-18.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","361","954029","0.0-2.0-18.0-2.0-27.0","597.3600000143051","<p style=""color: blue"" >3</p>","83","n-switch","true","true","1","2","0.9","83","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","362","954946","0.0-2.0-18.0-2.0-28.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","363","955262","0.0-2.0-18.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","364","956085","0.0-2.0-18.0-2.0-30.0","818.9649999840185","<p style=""color: red"" >8</p>","72","n-switch","true","true","2","6","0.9","72","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","365","956782","0.0-2.0-18.0-2.0-31.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","366","957100","0.0-2.0-18.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","367","957945","0.0-2.0-18.0-2.0-33.0","837.1899999910966","<p style=""color: blue"" >6</p>","70","n-switch","true","true","1","4","0.9","70","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","368","958621","0.0-2.0-18.0-2.0-34.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","369","958936","0.0-2.0-18.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","370","960122","0.0-2.0-18.0-2.0-36.0","1181.734999991022","<p style=""color: red"" >9</p>","75","n-switch","true","true","2","7","0.9","75","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","371","960452","0.0-2.0-18.0-2.0-37.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","372","960770","0.0-2.0-18.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","373","961587","0.0-2.0-18.0-2.0-39.0","808.6800000164658","<p style=""color: blue"" >6</p>","70","n-switch","true","true","1","4","0.9","70","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","374","962291","0.0-2.0-18.0-2.0-40.0","null","<p style=""color: black"">6</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","375","962609","0.0-2.0-18.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","376","963565","0.0-2.0-18.0-2.0-42.0","947.7749999496154","<p style=""color: red"" >9</p>","75","n-switch","true","true","2","7","0.9","75","4","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","377","964131","0.0-2.0-18.0-2.0-43.0","null","<p style=""color: black"">9</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","964448","0.0-2.0-18.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","379","966185","0.0-2.0-18.0-3.0","1732.1600000141189","<p>Great job! You earned 4.96 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","380","976852","0.0-2.0-20.0-0.0","10661.904999986291","<img src=""./static/img/fractal4.png"" width=""250"" height=""250""","","BDM","","","","","","","5","","","","72","","3","66.34416757775111","","","","","","","","","",""
"","html-keyboard-response","381","984452","0.0-2.0-21.0-0.0","7598.170000012033","<p style='font-size':25px> You want <strong> 3.88 </strong> points. </p> <p> The computer offers <strong>4.56</strong> points. </p><p> You will be given 4.56 points if you achieve at least 80% accuracy on this task. </p><img src=""./static/img/fractal4.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","382","984559","0.0-2.0-22.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","383","987702","0.0-2.0-22.0-1.0-0.0","3141.155000019353","<p>In this task, you will need to follow different rules depending on the color of the numbers on screen.</p><p style=""color: blue"">If the number is blue, you will need to respond to its magnitude (less than or greater than 5?).</p><p style=""color: red"">If the number is red, you will need to respond to its parity (even or odd?).</p><p> As a reminder, the response keys are: </p><p><strong> S   F   H   K </strong></p><p>Please place your fingers on the response keys now.</p><p>Press any button to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","384","988732","0.0-2.0-22.0-2.0-0.0","1023.0500000179745","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.9","70","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","385","989217","0.0-2.0-22.0-2.0-1.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","386","989518","0.0-2.0-22.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","387","990320","0.0-2.0-22.0-2.0-3.0","798.2000000192784","<p style=""color: red"" >2</p>","72","n-switch","true","true","2","1","0.9","72","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","388","991037","0.0-2.0-22.0-2.0-4.0","null","<p style=""color: black"">2</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","389","991349","0.0-2.0-22.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","390","991985","0.0-2.0-22.0-2.0-6.0","630.6949999998324","<p style=""color: blue"" >8</p>","70","n-switch","true","true","1","6","0.9","70","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","391","992876","0.0-2.0-22.0-2.0-7.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","392","993193","0.0-2.0-22.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","393","993718","0.0-2.0-22.0-2.0-9.0","520.4450000310317","<p style=""color: blue"" >8</p>","70","n-switch","true","false","1","6","0.9","70","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","394","994709","0.0-2.0-22.0-2.0-10.0","null","<p style=""color: black"">8</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","395","995027","0.0-2.0-22.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","396","995842","0.0-2.0-22.0-2.0-12.0","807.5149999931455","<p style=""color: red"" >3</p>","75","n-switch","true","true","2","2","0.9","75","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","397","996547","0.0-2.0-22.0-2.0-13.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","398","996862","0.0-2.0-22.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","399","997604","0.0-2.0-22.0-2.0-15.0","734.2100000241771","<p style=""color: blue"" >3</p>","83","n-switch","true","true","1","2","0.9","83","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","400","998370","0.0-2.0-22.0-2.0-16.0","null","<p style=""color: black"">3</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","401","998675","0.0-2.0-22.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","","","","","","","",""
"","categorize-html","402","999330","0.0-2.0-22.0-2.0-18.0","646.85499999905","<p style=""color: red"" >4</p>","72","n-switch","true","true","2","3","0.9","72","5","false","","","","","","","","","","","","","","","",""
"","html-keyboard-response","403","1000195","0.0-2.0-22.0-2.0-19.0","null","<p style=""color: black"">4</p>","null","feedback","","","","","","","","","","","","","","","","","","","","","","","",""
