"rt","stimulus","key_press","task","trial_type","trial_index","time_elapsed","internal_node_id","correct","detect","correct_key","tasknum","training_performance","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"2786.2350000068545","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","html-keyboard-response","308","871403","0.0-2.0-6.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"822.660000063479","<p>T</p>","75","combine","html-keyboard-response","309","872913","0.0-2.0-6.0-2.0-0.0","","true","75","7","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","310","874419","0.0-2.0-6.0-2.0-0.1","","false","90","7","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","311","875923","0.0-2.0-6.0-2.0-0.2","","false","90","7","","0","3","","","","","","","","","","",""
"954.1400000452995","<p>T</p>","75","combine","html-keyboard-response","312","877424","0.0-2.0-6.0-2.0-0.3","","true","72","7","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","313","878928","0.0-2.0-6.0-2.0-0.4","","false","90","7","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","314","880432","0.0-2.0-6.0-2.0-0.5","","false","90","7","","0","3","","","","","","","","","","",""
"826.7350001260638","<p>T</p>","75","combine","html-keyboard-response","315","881936","0.0-2.0-6.0-2.0-0.6","","true","72","7","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","316","883438","0.0-2.0-6.0-2.0-0.7","","false","90","7","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","317","884941","0.0-2.0-6.0-2.0-0.8","","false","90","7","","0","3","","","","","","","","","","",""
"817.2500003129244","<p>T</p>","75","combine","html-keyboard-response","318","886447","0.0-2.0-6.0-2.0-0.9","","true","72","7","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","319","887948","0.0-2.0-6.0-2.0-0.10","","false","90","7","","0","3","","","","","","","","","","",""
"966.4199999533594","<p>T</p>","75","combine","html-keyboard-response","320","889452","0.0-2.0-6.0-2.0-0.11","","true","75","7","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","321","890955","0.0-2.0-6.0-2.0-0.12","","false","90","7","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","322","892461","0.0-2.0-6.0-2.0-0.13","","false","90","7","","0","3","","","","","","","","","","",""
"475.94500007107854","<p>T</p>","75","combine","html-keyboard-response","323","893965","0.0-2.0-6.0-2.0-0.14","","true","72","7","","0","3","","","","","","","","","","",""
"2074.5500000193715","<p style='font-size:25px'>Great job! You earned 4.80 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","324","896040","0.0-2.0-6.0-3.0","","","","","","","","","","","","","","","","","",""
"4473.2849998399615","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","325","900517","0.0-2.0-8.0-0.0","","","","8","","","","","","56","0","","","","","","",""
"5304.975000210106","<p style='font-size':25px> You want <strong> 3.24 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.12</strong> points. </p><p style='font-size':25px> You will be given 4.12 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","326","905824","0.0-2.0-9.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","327","905926","0.0-2.0-10.0-0.0","","","","","","","","","","","","","","","","","",""
"4471.105000004172","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","html-keyboard-response","328","910398","0.0-2.0-10.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","329","911905","0.0-2.0-10.0-2.0-0.0","","false","90","8","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","330","913421","0.0-2.0-10.0-2.0-0.1","","false","90","8","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","331","914924","0.0-2.0-10.0-2.0-0.2","","false","90","8","","0","3","","","","","","","","","","",""
"530.6799998506904","<p>X</p>","72","combine","html-keyboard-response","332","916438","0.0-2.0-10.0-2.0-0.3","","false","72","8","","1","3","","","","","","","","","","",""
"774.3100002408028","<p>R</p>","72","combine","html-keyboard-response","333","917942","0.0-2.0-10.0-2.0-0.4","","false","72","8","","1","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","334","919454","0.0-2.0-10.0-2.0-0.5","","false","90","8","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","335","920956","0.0-2.0-10.0-2.0-0.6","","false","90","8","","0","3","","","","","","","","","","",""
"607.4049999006093","<p>T</p>","75","combine","html-keyboard-response","336","922468","0.0-2.0-10.0-2.0-0.7","","true","75","8","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","337","923970","0.0-2.0-10.0-2.0-0.8","","false","90","8","","0","3","","","","","","","","","","",""
"933.3950001746416","<p>T</p>","75","combine","html-keyboard-response","338","925484","0.0-2.0-10.0-2.0-0.9","","true","75","8","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","339","926988","0.0-2.0-10.0-2.0-0.10","","false","90","8","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","340","928499","0.0-2.0-10.0-2.0-0.11","","false","90","8","","0","3","","","","","","","","","","",""
"585.4050000198185","<p>T</p>","72","combine","html-keyboard-response","341","930002","0.0-2.0-10.0-2.0-0.12","","true","72","8","","0","3","","","","","","","","","","",""
"631.7549999803305","<p>T</p>","75","combine","html-keyboard-response","342","931515","0.0-2.0-10.0-2.0-0.13","","true","75","8","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","343","933023","0.0-2.0-10.0-2.0-0.14","","false","72","8","","1","3","","","","","","","","","","",""
"1709.3600002117455","<p style='font-size:25px'>Great job! You earned 4.12 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","344","934734","0.0-2.0-10.0-3.0","","","","","","","","","","","","","","","","","",""
"7764.614999759942","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","345","942503","0.0-2.0-12.0-0.0","","","","9","","","","","","68","0","","","","","","",""
"9558.319999836385","<p style='font-size':25px> You want <strong> 3.72 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>4.48</strong> points. </p><p style='font-size':25px> You will be given 4.48 points if you achieve at least 85% accuracy on this task. </p><img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","346","952063","0.0-2.0-13.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","347","952168","0.0-2.0-14.0-0.0","","","","","","","","","","","","","","","","","",""
"2100.725000258535","<p>In this task, you will need to press <strong>H</strong> every time you see the same letter you saw 3 trials ago.</p> <p>If the image on screen was not the one you saw 3 trials ago, do not press anything.</p><p>If you see a T, press <strong>K</strong> as fast as you can.</p><p>Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","","html-keyboard-response","348","954270","0.0-2.0-14.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","349","955775","0.0-2.0-14.0-2.0-0.0","","false","90","9","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","350","957285","0.0-2.0-14.0-2.0-0.1","","false","90","9","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","351","958796","0.0-2.0-14.0-2.0-0.2","","false","90","9","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","352","960311","0.0-2.0-14.0-2.0-0.3","","false","90","9","","0","3","","","","","","","","","","",""
"744.2749999463558","<p>T</p>","75","combine","html-keyboard-response","353","961828","0.0-2.0-14.0-2.0-0.4","","true","75","9","","0","3","","","","","","","","","","",""
"573.8300001248717","<p>R</p>","72","combine","html-keyboard-response","354","963343","0.0-2.0-14.0-2.0-0.5","","false","72","9","","1","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","355","964846","0.0-2.0-14.0-2.0-0.6","","false","90","9","","0","3","","","","","","","","","","",""
"614.2049999907613","<p>T</p>","75","combine","html-keyboard-response","356","966359","0.0-2.0-14.0-2.0-0.7","","true","72","9","","0","3","","","","","","","","","","",""
"null","<p>E</p>","null","combine","html-keyboard-response","357","967862","0.0-2.0-14.0-2.0-0.8","","false","90","9","","0","3","","","","","","","","","","",""
"885.1850000210106","<p>T</p>","75","combine","html-keyboard-response","358","969375","0.0-2.0-14.0-2.0-0.9","","true","75","9","","0","3","","","","","","","","","","",""
"839.0350001864135","<p>T</p>","75","combine","html-keyboard-response","359","970890","0.0-2.0-14.0-2.0-0.10","","true","72","9","","0","3","","","","","","","","","","",""
"1061.1499999649823","<p>E</p>","72","combine","html-keyboard-response","360","972394","0.0-2.0-14.0-2.0-0.11","","false","72","9","","1","3","","","","","","","","","","",""
"613.6149996891618","<p>T</p>","75","combine","html-keyboard-response","361","973903","0.0-2.0-14.0-2.0-0.12","","true","72","9","","0","3","","","","","","","","","","",""
"null","<p>X</p>","null","combine","html-keyboard-response","362","975410","0.0-2.0-14.0-2.0-0.13","","false","90","9","","0","3","","","","","","","","","","",""
"null","<p>R</p>","null","combine","html-keyboard-response","363","976919","0.0-2.0-14.0-2.0-0.14","","false","90","9","","0","3","","","","","","","","","","",""
"1082.0400002412498","<p style='font-size:25px'>Great job! You earned 4.48 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","html-keyboard-response","364","978004","0.0-2.0-14.0-3.0","","","","","","","","","","","","","","","","","",""
"4146.869999822229","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","365","982154","0.0-2.0-16.0-0.0","","","","10","","","","","","76","0","","","","","","",""
"2650.774999987334","<p style='font-size':25px> You want <strong> 4.04 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.20</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","366","984807","0.0-2.0-17.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","367","984909","0.0-2.0-19.0-0.0","","","","","","","","","","","","","","","","","",""
"1023.9800000563264","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","368","985935","0.0-2.0-19.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"541.5300000458956","<p>T</p>","75","detection","html-keyboard-response","369","987443","0.0-2.0-19.0-2.0-0.0","","true","75","10","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","370","988947","0.0-2.0-19.0-2.0-0.1","","false","90","10","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","371","990450","0.0-2.0-19.0-2.0-0.2","","false","90","10","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","372","991966","0.0-2.0-19.0-2.0-0.3","","false","90","10","","","","","","","","1","","","","","",""
"476.7499999143183","<p>T</p>","75","detection","html-keyboard-response","373","993474","0.0-2.0-19.0-2.0-0.4","","true","75","10","","","","","","","","3","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","374","994976","0.0-2.0-19.0-2.0-0.5","","false","90","10","","","","","","","","1","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","375","996491","0.0-2.0-19.0-2.0-0.6","","false","90","10","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","376","997996","0.0-2.0-19.0-2.0-0.7","","false","90","10","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","377","999499","0.0-2.0-19.0-2.0-0.8","","false","90","10","","","","","","","","1","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","378","1001013","0.0-2.0-19.0-2.0-0.9","","false","90","10","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","379","1002529","0.0-2.0-19.0-2.0-0.10","","false","90","10","","","","","","","","0","","","","","",""
"431.2950000166893","<p>T</p>","75","detection","html-keyboard-response","380","1004031","0.0-2.0-19.0-2.0-0.11","","true","75","10","","","","","","","","3","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","381","1005546","0.0-2.0-19.0-2.0-0.12","","false","90","10","","","","","","","","0","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","382","1007048","0.0-2.0-19.0-2.0-0.13","","false","90","10","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","383","1008563","0.0-2.0-19.0-2.0-0.14","","false","90","10","","","","","","","","2","","","","","",""
"1039.199999999255","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","html-keyboard-response","384","1009604","0.0-2.0-19.0-3.0","","","","","","","","","","","","","","","","","",""
"10858.875000383705","<img src=""./static/img/fractal2.png"" width=""250"" height=""250""","","BDM","html-slider-response","385","1020456","0.0-2.0-20.0-0.0","","","","11","","","","","","68","0","","","","","","",""
"1807.560000102967","<p style='font-size':25px> You want <strong> 3.72 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>3.44</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal1.jpg"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","html-keyboard-response","386","1022265","0.0-2.0-21.0-0.0","","","","","","","","","","","","","","","","","",""
"null","+","null","","html-keyboard-response","387","1022396","0.0-2.0-23.0-0.0","","","","","","","","","","","","","","","","","",""
"1112.554999999702","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","html-keyboard-response","388","1023509","0.0-2.0-23.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","389","1025014","0.0-2.0-23.0-2.0-0.0","","false","90","11","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","390","1026527","0.0-2.0-23.0-2.0-0.1","","false","90","11","","","","","","","","2","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","391","1028044","0.0-2.0-23.0-2.0-0.2","","false","90","11","","","","","","","","1","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","392","1029561","0.0-2.0-23.0-2.0-0.3","","false","90","11","","","","","","","","0","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","393","1031063","0.0-2.0-23.0-2.0-0.4","","false","90","11","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","394","1032592","0.0-2.0-23.0-2.0-0.5","","false","90","11","","","","","","","","0","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","395","1034094","0.0-2.0-23.0-2.0-0.6","","false","90","11","","","","","","","","1","","","","","",""
"396.7699999921024","<p>T</p>","75","detection","html-keyboard-response","396","1035610","0.0-2.0-23.0-2.0-0.7","","true","75","11","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","397","1037125","0.0-2.0-23.0-2.0-0.8","","false","90","11","","","","","","","","2","","","","","",""
"null","<p>E</p>","null","detection","html-keyboard-response","398","1038641","0.0-2.0-23.0-2.0-0.9","","false","90","11","","","","","","","","0","","","","","",""
"382.50500010326505","<p>T</p>","75","detection","html-keyboard-response","399","1040156","0.0-2.0-23.0-2.0-0.10","","true","75","11","","","","","","","","3","","","","","",""
"null","<p>R</p>","null","detection","html-keyboard-response","400","1041673","0.0-2.0-23.0-2.0-0.11","","false","90","11","","","","","","","","1","","","","","",""
"421.21999990195036","<p>T</p>","75","detection","html-keyboard-response","401","1043175","0.0-2.0-23.0-2.0-0.12","","true","75","11","","","","","","","","3","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","402","1044690","0.0-2.0-23.0-2.0-0.13","","false","90","11","","","","","","","","2","","","","","",""
"null","<p>X</p>","null","detection","html-keyboard-response","403","1046206","0.0-2.0-23.0-2.0-0.14","","false","90","11","","","","","","","","2","","","","","",""
"934.5200001262128","<p style='font-size:25px'>Great job! You earned 1 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","html-keyboard-response","404","1047142","0.0-2.0-23.0-3.0","","","","","","","","","","","","","","","","","",""
"9869.830000214279","<p>This experiment is almost over. Please press <strong>M</strong> if you'd like to read more about the process we used to determine the points you earned and why asking for your true fair wage is the best strategy.</p><p>Press the space bar to move on.</p>","77","","html-keyboard-response","405","1057013","0.0-3.0-0.0","","","","","","","","","","","","","","","","","",""
"41001.16500025615","<p>Why is the best strategy to ask for <strong> what you truly believe is a fair wage for you</strong>?</p><p>Because the payment process of this experiment has one special rule.</p><p>Its an unusual rule, but its implications are simple.</p><p>There is no way of gaming the process.</p><p>The <strong> best </strong> thing you can do in every trial is <strong> ask yourself how many points you want to be paid if you achieve at least 85% accuracy that round, and then ask for that amount.</strong></p><p>[Press the space bar to continue.]</p>","32","","html-keyboard-response","406","1098027","0.0-4.0-0.0-0.0","","","","","","","","","","","","","","","","","",""
"30391.53500040993","<p>What is the rule? Once you tell us what you think is a fair wage for you, the computer will present you with a <strong> random counter-offer. </strong></p><p>If you ask for fewer points than the computer offers you, then you will complete the task and be given the points the computer offered.</p><p>For example, say you ask for 3 points and the computer offers 4, then if you complete the task with at least 85% accuracy, you will be given 4 points.</p><p>If you ask for more points than the computer offers you, then you will do a different task on that round. The alternate task is worth <strong> 1 point. </strong></p><p>For example, if you ask for 5 points and the computer offers 4 points, then you will do something else and be given 1 point.</p><p>[Press the space bar to continue.]</p>","32","","html-keyboard-response","407","1128420","0.0-4.0-1.0-0.0","","","","","","","","","","","","","","","","","",""
"56866.97500012815","<p>Why is it in your best interest to ask for a truly fair wage?</p><p>You might think your best strategy is to always ask for a lot of points. This is <strong>incorrect.</strong></p><p>The points you earn are determined by the computer's random offer, and <strong> not </strong> just what you ask for.</p><p>Thus, if you ask for more than your truly fair wage, you will not affect your final point payment. Instead, you might lose the opportunity to do that task and earn more than 1 point.</p><p>This happens if the computer's random number lies between your true fair wage and the value you reported.</p><p>It follows that by asking for a fair wage for you, you will earn that amount or more if the computer offers to pay as much as your fair wage.</p><p>What happens if you ask for less than a truly fair wage? Then you will earn fewer points than you believe you deserve!</p><p>[Press the space bar to continue.]</p>","32","","html-keyboard-response","408","1185288","0.0-4.0-2.0-0.0","","","","","","","","","","","","","","","","","",""
"2257.400000002235","<p>We hope this explanation has cleared things up.</p><p>Press the space bar to continue.</p>","32","","html-keyboard-response","409","1187547","0.0-4.0-3.0-0.0","","","","","","","","","","","","","","","","","",""
"14229.694999754429","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 30 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>Press space bar to close this experiment.</p>","32","","html-keyboard-response","410","1201780","0.0-5.0-0.0","","","","","","","","","","","","","1187547","93.33333333333333","100.00,73.00,67.00,100.00,100.00,93.00,100.00,100.00,87.00,100.00,100.00,100.00","4.28,3.40,1.48,1,1,4.80,1,4.80,4.12,4.48,1,1",",3.08,1.32,3.56,3.88,3.56,3.56,3.40,3.24,3.72,4.04,3.72","4.28,3.40,1.48,2.00,1.52,4.80,3.16,4.80,4.12,4.48,3.20,3.44"
