"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","detect","correct_key","tasknum","training_performance","nback","n","practice","practice_accuracy","response","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"","html-keyboard-response","306","911361","0.0-2.0-18.0-2.0-0.3","699.270000011893","<p>T</p>","75","combine","","true","75","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","307","912867","0.0-2.0-18.0-2.0-0.4","722.6550000195857","<p>E</p>","72","combine","","false","72","4","","1","3","","","","","","","","","","",""
"","html-keyboard-response","308","914373","0.0-2.0-18.0-2.0-0.5","713.2350000028964","<p>T</p>","75","combine","","true","75","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","309","915891","0.0-2.0-18.0-2.0-0.6","626.6300000133924","<p>T</p>","75","combine","","true","72","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","310","917395","0.0-2.0-18.0-2.0-0.7","615.9249999909662","<p>R</p>","72","combine","","false","90","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","311","918906","0.0-2.0-18.0-2.0-0.8","null","<p>X</p>","null","combine","","false","90","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","312","920409","0.0-2.0-18.0-2.0-0.9","null","<p>E</p>","null","combine","","false","90","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","313","921926","0.0-2.0-18.0-2.0-0.10","900.5750000069384","<p>X</p>","72","combine","","false","90","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","314","923429","0.0-2.0-18.0-2.0-0.11","929.7099999967031","<p>T</p>","75","combine","","true","75","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","315","924942","0.0-2.0-18.0-2.0-0.12","null","<p>R</p>","null","combine","","false","90","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","316","926446","0.0-2.0-18.0-2.0-0.13","607.0550000004005","<p>X</p>","72","combine","","false","72","4","","1","3","","","","","","","","","","",""
"","html-keyboard-response","317","927953","0.0-2.0-18.0-2.0-0.14","623.1649999972433","<p>T</p>","75","combine","","true","72","4","","0","3","","","","","","","","","","",""
"","html-keyboard-response","318","930541","0.0-2.0-18.0-3.0","2586.0950000060257","<p style='font-size:25px'>Great job! You earned 3.72 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","319","945535","0.0-2.0-20.0-0.0","14992.039999982808","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","5","","","","","","8","47.195954581666875","","","","","","",""
"","html-keyboard-response","320","952098","0.0-2.0-21.0-0.0","6560.45499999891","<p style='font-size':25px> You want <strong> 1.32 </strong> points. </p> <p style='font-size':25px> The computer offers <strong>1.00</strong> points. </p><p style='font-size':25px> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p style='font-size':25 px> Press the space bar to continue. </p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","321","952212","0.0-2.0-23.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","322","954008","0.0-2.0-23.0-1.0-0.0","1794.255000015255","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 85% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","323","955511","0.0-2.0-23.0-2.0-0.0","null","<p>R</p>","null","detection","","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","324","957019","0.0-2.0-23.0-2.0-0.1","null","<p>E</p>","null","detection","","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","325","958521","0.0-2.0-23.0-2.0-0.2","712.0100000174716","<p>T</p>","75","detection","","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","326","960042","0.0-2.0-23.0-2.0-0.3","null","<p>X</p>","null","detection","","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","327","961553","0.0-2.0-23.0-2.0-0.4","null","<p>X</p>","null","detection","","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","328","963060","0.0-2.0-23.0-2.0-0.5","579.5849999994971","<p>R</p>","72","detection","","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","329","964571","0.0-2.0-23.0-2.0-0.6","985.8400000084657","<p>R</p>","72","detection","","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","330","966087","0.0-2.0-23.0-2.0-0.7","null","<p>X</p>","null","detection","","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","331","967589","0.0-2.0-23.0-2.0-0.8","null","<p>X</p>","null","detection","","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","332","969105","0.0-2.0-23.0-2.0-0.9","345.20000001066364","<p>R</p>","72","detection","","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","333","970608","0.0-2.0-23.0-2.0-0.10","806.6350000153761","<p>T</p>","72","detection","","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","334","972118","0.0-2.0-23.0-2.0-0.11","null","<p>E</p>","null","detection","","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","335","973623","0.0-2.0-23.0-2.0-0.12","405.66999997827224","<p>T</p>","75","detection","","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","336","975136","0.0-2.0-23.0-2.0-0.13","null","<p>X</p>","null","detection","","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","337","976638","0.0-2.0-23.0-2.0-0.14","445.2850000234321","<p>R</p>","72","detection","","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","338","978399","0.0-2.0-23.0-3.0","1759.0700000000652","<p style='font-size:25px'>You were not accurate enough. You earned 0 points.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","339","987872","0.0-4.0-0.0","9471.944999997504","<p>This experiment is almost over. Please press <strong>M</strong> if you'd like to read more about the process we used to determine the points you earned and why asking for your true fair wage is the best strategy.</p><p>Press the space bar to move on.</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","340","991735","0.0-6.0-0.0","3859.6050000051036","<p>Thank you for your participation! This experiment is now over.</p><p>You earned 4 points total.</p><p>Please submit your work and we will bonus you within 48 hours.</p><p>Press space bar to close this experiment.</p>","32","","","","","","","","","","","","","","987872","65.5","27.00,60.00,80.00,73.00,87.00,66.67","3.72,3.64,1.04,3.92,3.72,1","3.08,1.00,1.00,1.00,1.16,1.32","3.72,3.64,1.04,3.92,3.72,1.00"
"true","fullscreen","341","992741","0.0-7.0","","","","","","","","","","","","","","","","","","","","","",""
