"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","task","correct","detect","correct_key","tasknum","practice_accuracy","practice","nback","n","response","BDMquizgrade","slider_start","stimnum","TOT","overall","performance_by_block","points_list","value_list","offer_list"
"","categorize-html","305","959894","0.0-2.0-14.0-2.0-6.0","null","<p>R</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","306","959900","0.0-2.0-14.0-2.0-7.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","307","960221","0.0-2.0-14.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","308","960947","0.0-2.0-14.0-2.0-9.0","723.1550000142306","<p>T</p>","75","combine","true","true","75","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","309","961725","0.0-2.0-14.0-2.0-10.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","310","962037","0.0-2.0-14.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","311","962917","0.0-2.0-14.0-2.0-12.0","876.240000128746","<p>E</p>","72","combine","true","false","72","3","","","1","3","","","","","","","","","",""
"","html-keyboard-response","312","963551","0.0-2.0-14.0-2.0-13.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","313","963873","0.0-2.0-14.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","314","965396","0.0-2.0-14.0-2.0-15.0","null","<p>T</p>","null","combine","false","true","75","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","315","965404","0.0-2.0-14.0-2.0-16.0","1.02499988861382","<p style=""color: red"">T</p>","75","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","316","965713","0.0-2.0-14.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","317","966266","0.0-2.0-14.0-2.0-18.0","550.3000000026077","<p>T</p>","75","combine","false","true","72","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","318","967221","0.0-2.0-14.0-2.0-19.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","319","967537","0.0-2.0-14.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","320","968981","0.0-2.0-14.0-2.0-21.0","1440.5249999836087","<p>R</p>","72","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","321","969056","0.0-2.0-14.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","322","969370","0.0-2.0-14.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","323","970252","0.0-2.0-14.0-2.0-24.0","878.2500000670552","<p>T</p>","75","combine","false","true","72","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","324","970882","0.0-2.0-14.0-2.0-25.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","325","971194","0.0-2.0-14.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","326","972715","0.0-2.0-14.0-2.0-27.0","null","<p>E</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","327","972723","0.0-2.0-14.0-2.0-28.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","328","973028","0.0-2.0-14.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","329","974541","0.0-2.0-14.0-2.0-30.0","null","<p>X</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","330","974550","0.0-2.0-14.0-2.0-31.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","331","974858","0.0-2.0-14.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","332","976384","0.0-2.0-14.0-2.0-33.0","null","<p>E</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","333","976391","0.0-2.0-14.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","334","976696","0.0-2.0-14.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","335","978214","0.0-2.0-14.0-2.0-36.0","null","<p>R</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","336","978222","0.0-2.0-14.0-2.0-37.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","337","978535","0.0-2.0-14.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","338","979739","0.0-2.0-14.0-2.0-39.0","1200.3399999812245","<p>X</p>","72","combine","true","false","72","3","","","1","3","","","","","","","","","",""
"","html-keyboard-response","339","980052","0.0-2.0-14.0-2.0-40.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","340","980364","0.0-2.0-14.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","341","981877","0.0-2.0-14.0-2.0-42.0","null","<p>R</p>","null","combine","false","false","90","3","","","0","3","","","","","","","","","",""
"","html-keyboard-response","342","981885","0.0-2.0-14.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","343","982188","0.0-2.0-14.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","344","986184","0.0-2.0-14.0-3.0","3993.779999902472","<p style='font-size:25px'>Great job! You earned 4.60 point(s) from this task.</p> </p><p style='font-size:25px'>Press the space bar to continue. </p>","32","","","","","","","","","","","","","","","","","","",""
"","html-slider-response","345","1007280","0.0-2.0-16.0-0.0","21093.364999862388","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","4","","","","","84","","31.198189523169418","","","","","","",""
"","html-keyboard-response","346","1013788","0.0-2.0-17.0-0.0","6506.300000008196","<p style='font-size':25px> You want <strong> 4.36 </strong> points. </p> <p> The computer offers <strong>3.76</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","347","1013899","0.0-2.0-19.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","348","1015375","0.0-2.0-19.0-1.0-0.0","1473.8300000317395","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","categorize-html","349","1016196","0.0-2.0-19.0-2.0-0.0","817.9049999453127","<p>T</p>","75","detection","true","true","75","4","","","","","","","","3","","","","","",""
"","html-keyboard-response","350","1016888","0.0-2.0-19.0-2.0-1.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","351","1017192","0.0-2.0-19.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","352","1018715","0.0-2.0-19.0-2.0-3.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","353","1018722","0.0-2.0-19.0-2.0-4.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","354","1019039","0.0-2.0-19.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","355","1020567","0.0-2.0-19.0-2.0-6.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","356","1020572","0.0-2.0-19.0-2.0-7.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","357","1020886","0.0-2.0-19.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","358","1022406","0.0-2.0-19.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","2","","","","","",""
"","html-keyboard-response","359","1022412","0.0-2.0-19.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","360","1022736","0.0-2.0-19.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","361","1024250","0.0-2.0-19.0-2.0-12.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","362","1024256","0.0-2.0-19.0-2.0-13.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","363","1024559","0.0-2.0-19.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","364","1026079","0.0-2.0-19.0-2.0-15.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","0","","","","","",""
"","html-keyboard-response","365","1026090","0.0-2.0-19.0-2.0-16.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","366","1026405","0.0-2.0-19.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","367","1027926","0.0-2.0-19.0-2.0-18.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","368","1027934","0.0-2.0-19.0-2.0-19.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","369","1028253","0.0-2.0-19.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","370","1029766","0.0-2.0-19.0-2.0-21.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","371","1029772","0.0-2.0-19.0-2.0-22.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","372","1030089","0.0-2.0-19.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","373","1031613","0.0-2.0-19.0-2.0-24.0","null","<p>R</p>","null","detection","false","false","90","4","","","","","","","","1","","","","","",""
"","html-keyboard-response","374","1031618","0.0-2.0-19.0-2.0-25.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","375","1031934","0.0-2.0-19.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","376","1033458","0.0-2.0-19.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","2","","","","","",""
"","html-keyboard-response","377","1033466","0.0-2.0-19.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","378","1033770","0.0-2.0-19.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","379","1034169","0.0-2.0-19.0-2.0-30.0","396.06499997898936","<p>T</p>","75","detection","true","true","75","4","","","","","","","","3","","","","","",""
"","html-keyboard-response","380","1035284","0.0-2.0-19.0-2.0-31.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","381","1035587","0.0-2.0-19.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","382","1037107","0.0-2.0-19.0-2.0-33.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","0","","","","","",""
"","html-keyboard-response","383","1037115","0.0-2.0-19.0-2.0-34.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","384","1037430","0.0-2.0-19.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","385","1038965","0.0-2.0-19.0-2.0-36.0","null","<p>X</p>","null","detection","false","false","90","4","","","","","","","","2","","","","","",""
"","html-keyboard-response","386","1038971","0.0-2.0-19.0-2.0-37.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","387","1039275","0.0-2.0-19.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","388","1040805","0.0-2.0-19.0-2.0-39.0","null","<p>E</p>","null","detection","false","false","90","4","","","","","","","","0","","","","","",""
"","html-keyboard-response","389","1040813","0.0-2.0-19.0-2.0-40.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","390","1041131","0.0-2.0-19.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","391","1041633","0.0-2.0-19.0-2.0-42.0","499.36000001616776","<p>T</p>","75","detection","true","true","75","4","","","","","","","","3","","","","","",""
"","html-keyboard-response","392","1042641","0.0-2.0-19.0-2.0-43.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","393","1042949","0.0-2.0-19.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","394","1043875","0.0-2.0-19.0-3.0","924.1200000979006","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","",""
"","html-slider-response","395","1055389","0.0-2.0-20.0-0.0","11510.434999829158","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","5","","","","","80","","84.76101634711549","","","","","","",""
"","html-keyboard-response","396","1062599","0.0-2.0-21.0-0.0","7207.649999996647","<p style='font-size':25px> You want <strong> 4.20 </strong> points. </p> <p> The computer offers <strong>1.48</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","397","1062715","0.0-2.0-23.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","398","1063799","0.0-2.0-23.0-1.0-0.0","1081.7350000143051","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","categorize-html","399","1065313","0.0-2.0-23.0-2.0-0.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","400","1065322","0.0-2.0-23.0-2.0-1.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","401","1065635","0.0-2.0-23.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","402","1067148","0.0-2.0-23.0-2.0-3.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","403","1067155","0.0-2.0-23.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","404","1067460","0.0-2.0-23.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","405","1068984","0.0-2.0-23.0-2.0-6.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","406","1068992","0.0-2.0-23.0-2.0-7.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","407","1069310","0.0-2.0-23.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","408","1070833","0.0-2.0-23.0-2.0-9.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","409","1070841","0.0-2.0-23.0-2.0-10.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","410","1071154","0.0-2.0-23.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","411","1072677","0.0-2.0-23.0-2.0-12.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","412","1072685","0.0-2.0-23.0-2.0-13.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","413","1072996","0.0-2.0-23.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","414","1074525","0.0-2.0-23.0-2.0-15.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","415","1074533","0.0-2.0-23.0-2.0-16.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","416","1074836","0.0-2.0-23.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","417","1076360","0.0-2.0-23.0-2.0-18.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","418","1076368","0.0-2.0-23.0-2.0-19.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","419","1076679","0.0-2.0-23.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","420","1077092","0.0-2.0-23.0-2.0-21.0","410.18999996595085","<p>T</p>","75","detection","true","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","421","1078191","0.0-2.0-23.0-2.0-22.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","422","1078495","0.0-2.0-23.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","423","1080014","0.0-2.0-23.0-2.0-24.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","424","1080020","0.0-2.0-23.0-2.0-25.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","425","1080328","0.0-2.0-23.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","426","1081846","0.0-2.0-23.0-2.0-27.0","null","<p>X</p>","null","detection","false","false","90","5","","","","","","","","2","","","","","",""
"","html-keyboard-response","427","1081851","0.0-2.0-23.0-2.0-28.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","428","1082156","0.0-2.0-23.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","429","1082592","0.0-2.0-23.0-2.0-30.0","432.92499985545874","<p>T</p>","75","detection","true","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","430","1083666","0.0-2.0-23.0-2.0-31.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","431","1083982","0.0-2.0-23.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","432","1085500","0.0-2.0-23.0-2.0-33.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","433","1085506","0.0-2.0-23.0-2.0-34.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","434","1085821","0.0-2.0-23.0-2.0-35.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","435","1086182","0.0-2.0-23.0-2.0-36.0","357.6899999752641","<p>T</p>","75","detection","true","true","75","5","","","","","","","","3","","","","","",""
"","html-keyboard-response","436","1087331","0.0-2.0-23.0-2.0-37.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","437","1087642","0.0-2.0-23.0-2.0-38.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","438","1089155","0.0-2.0-23.0-2.0-39.0","null","<p>E</p>","null","detection","false","false","90","5","","","","","","","","0","","","","","",""
"","html-keyboard-response","439","1089162","0.0-2.0-23.0-2.0-40.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","440","1089478","0.0-2.0-23.0-2.0-41.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","441","1091004","0.0-2.0-23.0-2.0-42.0","null","<p>R</p>","null","detection","false","false","90","5","","","","","","","","1","","","","","",""
"","html-keyboard-response","442","1091010","0.0-2.0-23.0-2.0-43.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","443","1091324","0.0-2.0-23.0-2.0-44.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","444","1094611","0.0-2.0-23.0-3.0","3283.490000059828","<p>Great job! You earned 1 point(s) from this task.</p> </p><p>Press the space bar to continue. </p>","32","debrief","","","","","","","","","","","","","","","","","",""
"","html-slider-response","445","1105911","0.0-3.0-0.0-0.0","11295.715000014752","<img src=""./static/img/fractal1.jpg"" width=""250"" height=""250""","","BDM","","","","6","","","","","72","","43.327390246400064","","","","","","",""
"","html-keyboard-response","446","1109391","0.0-3.0-1.0-0.0","3477.4100000504404","<p style='font-size':25px> You want <strong> 3.88 </strong> points. </p> <p> The computer offers <strong>3.36</strong> points. </p><p> You will do the following task instead to earn 1 point. </p> <img src=""./static/img/fractal2.png"" width=""250"" height=""250"" location='center'></img><p>[Press the space bar to continue.]</p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","447","1109499","0.0-3.0-3.0-0.0","null","+","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","448","1110453","0.0-3.0-3.0-1.0-0.0","951.9650000147521","<p>In this task, you will need to press <strong>K</strong> every time you see the target letter <strong>T</strong>. </p><p>You must respond while the letter is on screen or your answer will not count.</p><p> Pay attention! If you are not at least 80% accurate, you will not earn points for completing this task.</p> <p>Press space to begin.</p>","32","instructions","","","","","","","","","","","","","","","","","",""
"","categorize-html","449","1111959","0.0-3.0-3.0-2.0-0.0","null","<p>X</p>","null","detection","false","false","90","6","","","","","","","","2","","","","","",""
"","html-keyboard-response","450","1111965","0.0-3.0-3.0-2.0-1.0","null","<p style=""color: red"">X</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","451","1112281","0.0-3.0-3.0-2.0-2.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","452","1113815","0.0-3.0-3.0-2.0-3.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","453","1113822","0.0-3.0-3.0-2.0-4.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","454","1114136","0.0-3.0-3.0-2.0-5.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","455","1115652","0.0-3.0-3.0-2.0-6.0","null","<p>R</p>","null","detection","false","false","90","6","","","","","","","","1","","","","","",""
"","html-keyboard-response","456","1115658","0.0-3.0-3.0-2.0-7.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","457","1115976","0.0-3.0-3.0-2.0-8.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","458","1117499","0.0-3.0-3.0-2.0-9.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","459","1117506","0.0-3.0-3.0-2.0-10.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","460","1117821","0.0-3.0-3.0-2.0-11.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","461","1118183","0.0-3.0-3.0-2.0-12.0","358.3949999883771","<p>T</p>","75","detection","true","true","75","6","","","","","","","","3","","","","","",""
"","html-keyboard-response","462","1119336","0.0-3.0-3.0-2.0-13.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","463","1119644","0.0-3.0-3.0-2.0-14.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","464","1121159","0.0-3.0-3.0-2.0-15.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","465","1121165","0.0-3.0-3.0-2.0-16.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","466","1121478","0.0-3.0-3.0-2.0-17.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","467","1121852","0.0-3.0-3.0-2.0-18.0","369.5900000166148","<p>T</p>","75","detection","true","true","75","6","","","","","","","","3","","","","","",""
"","html-keyboard-response","468","1122987","0.0-3.0-3.0-2.0-19.0","null","<p style=""color: red"">T</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","469","1123293","0.0-3.0-3.0-2.0-20.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","470","1124817","0.0-3.0-3.0-2.0-21.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","471","1124824","0.0-3.0-3.0-2.0-22.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","472","1125128","0.0-3.0-3.0-2.0-23.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","473","1126654","0.0-3.0-3.0-2.0-24.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","474","1126660","0.0-3.0-3.0-2.0-25.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","475","1126975","0.0-3.0-3.0-2.0-26.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","476","1128490","0.0-3.0-3.0-2.0-27.0","null","<p>E</p>","null","detection","false","false","90","6","","","","","","","","0","","","","","",""
"","html-keyboard-response","477","1128501","0.0-3.0-3.0-2.0-28.0","null","<p style=""color: red"">E</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","478","1128815","0.0-3.0-3.0-2.0-29.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
"","categorize-html","479","1130339","0.0-3.0-3.0-2.0-30.0","null","<p>R</p>","null","detection","false","false","90","6","","","","","","","","1","","","","","",""
"","html-keyboard-response","480","1130347","0.0-3.0-3.0-2.0-31.0","null","<p style=""color: red"">R</p>","null","feedback","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","481","1130664","0.0-3.0-3.0-2.0-32.0","null"," ","null","ITI","","","","","","","","","","","","","","","","","",""
